year,school_id,number_of_students,avg_score
2006,15011380,94,30.9
2006,15011437,183,35.62
2005,15011437,170,38.61
2007,15011437,194,44.96
2005,15011526,168,40.99
2006,15011526,178,37.34
2007,15011526,171,48.45
2005,15011534,304,38.97
2006,15011534,261,38.1
2007,15011534,225,46.19
2005,15011542,213,36.86
2006,15011542,175,34.23
2007,15011542,141,45.94
2005,15011585,126,37.17
2006,15011585,145,39.22
2007,15011585,115,51.73
2005,15011607,189,39.8
2006,15011607,226,37.91
2007,15011607,176,44.55
2005,15011623,123,37.61
2006,15011623,134,34.72
2007,15011623,118,44.88
2005,15011666,268,41.95
2006,15011666,284,40.51
2007,15011666,226,49.7
2006,15011690,310,39.29
2007,15011690,168,46.8
2005,15011690,373,41.6
2005,15015270,84,49.01
2006,15015270,88,49.38
2007,15015270,90,55.92
2006,15017656,36,45.34
2005,15017656,39,48.96
2007,15017656,36,57.28
2007,15018644,67,45.6
2005,15018644,45,38.4
2006,15018644,66,38.32
2006,15024792,222,38.5
2007,15024792,244,51.2
2005,15024792,232,43.47
2005,15026680,112,37.98
2006,15026680,96,32.22
2007,15026680,182,48.28
2005,15027635,190,43.78
2006,15027635,144,41.66
2007,15027635,225,45.08
2005,15033724,330,41.09
2006,15033724,307,37.41
2007,15033724,173,47.25
2005,15034046,139,34.78
2006,15034046,165,32.88
2007,15034046,163,43.32
2006,15034054,166,36.94
2007,15034054,161,46.73
2005,15034054,112,42.23
2005,15034399,246,41.78
2006,15034399,242,37.39
2007,15034399,274,47.78
2005,15034429,489,42.79
2006,15034429,542,36.55
2007,15034429,555,46.7
2006,15034445,285,35.95
2005,15034445,295,40.87
2007,15034445,327,48.05
2005,15034488,174,40.62
2006,15034488,230,35.35
2007,15034488,255,44.6
2005,15034496,150,39.13
2006,15034496,177,34.14
2007,15034496,213,44.99
2005,15034500,291,37.86
2006,15034500,211,37.01
2007,15034500,281,44.64
2007,15034607,91,41.67
2005,15034607,83,42.2
2006,15034607,90,34.82
2005,15034640,353,38.81
2006,15034640,350,38.14
2007,15034640,290,46.93
2005,15034739,178,39.66
2006,15034739,194,40.5
2007,15034739,187,47.21
2005,15034771,76,35.24
2007,15034771,127,46.98
2006,15034771,109,35.84
2005,15034836,130,38.53
2006,15034836,143,38.11
2007,15034836,116,44.28
2005,15034844,394,43.44
2006,15034844,430,38.55
2007,15034844,464,46.87
2005,15034909,206,40.7
2006,15034909,163,38.58
2007,15034909,179,46.62
2005,15035581,66,47.41
2006,15035581,78,45.56
2007,15035581,91,50.98
2005,15035646,133,31.97
2006,15035646,134,35.38
2007,15035646,86,43.15
2005,15035735,91,43.53
2007,15035735,125,49.24
2006,15035735,112,46.01
2006,15035891,310,34.62
2005,15035891,321,40.99
2007,15035891,273,48.75
2005,15035921,146,43.26
2006,15035921,151,36.34
2007,15035921,164,49.46
2005,15035964,405,43.35
2006,15035964,376,36.64
2007,15035964,373,47.18
2006,15037738,24,52.03
2007,15037738,42,54.95
2005,15037738,38,47.3
2005,15037886,123,53.08
2006,15037886,95,46.65
2007,15037886,24,59.33
2006,15038378,1309,43.93
2005,15038378,1636,43.51
2007,15038378,1274,50.43
2005,15038424,330,65.48
2006,15038424,259,59.51
2007,15038424,276,67.65
2005,15038475,141,55.34
2006,15038475,77,49.96
2007,15038475,48,62.21
2005,15038491,179,62.06
2006,15038491,155,58.0
2007,15038491,160,67.88
2006,15038513,126,52.43
2005,15038513,146,58.38
2007,15038513,130,63.18
2005,15038521,37,62.64
2006,15038521,41,52.11
2007,15038521,32,62.55
2005,15038700,1472,41.46
2006,15038700,1333,39.4
2007,15038700,1430,48.38
2005,15038769,168,32.93
2006,15038769,206,33.4
2007,15038769,204,44.82
2005,15039153,124,63.97
2007,15039153,106,67.94
2006,15039153,119,60.38
2005,15039234,246,38.2
2006,15039234,275,31.24
2007,15039234,246,48.1
2005,15039480,490,42.33
2006,15039480,528,36.41
2007,15039480,467,48.63
2005,15039528,299,37.12
2007,15039528,208,46.96
2006,15039528,232,35.14
2005,15039587,209,40.54
2007,15039587,279,42.05
2006,15039587,241,34.48
2005,15039633,130,42.7
2007,15039633,139,42.89
2006,15039633,134,36.75
2005,15039641,1027,41.61
2007,15039641,579,48.84
2006,15039641,826,37.51
2006,15039650,326,40.07
2005,15039650,344,41.76
2007,15039650,313,48.61
2005,15039676,534,37.84
2006,15039676,550,35.7
2007,15039676,442,45.49
2005,15039684,114,36.18
2006,15039684,95,34.71
2007,15039684,122,42.22
2007,15039714,220,46.41
2005,15039714,250,42.28
2006,15039714,228,37.21
2006,15039803,188,34.46
2007,15039803,183,40.73
2005,15039803,92,32.7
2005,15039919,243,42.84
2006,15039919,210,41.97
2007,15039919,218,49.38
2005,15039927,156,34.93
2006,15039927,149,32.94
2007,15039927,164,38.57
2005,15039935,106,38.89
2006,15039935,136,36.72
2007,15039935,143,48.14
2006,15040003,176,38.45
2005,15040003,163,37.91
2007,15040003,161,47.1
2005,15040011,252,39.25
2006,15040011,200,36.65
2007,15040011,185,49.12
2006,15040143,274,35.38
2007,15040143,292,44.12
2005,15040143,235,39.25
2006,15040186,119,38.95
2007,15040186,69,46.95
2005,15040186,139,35.94
2005,15040267,409,38.78
2006,15040267,224,35.14
2007,15040267,166,45.83
2005,15040291,238,37.96
2006,15040291,228,37.27
2007,15040291,161,41.21
2005,15040356,227,39.37
2006,15040356,232,37.09
2007,15040356,193,50.08
2005,15040372,687,42.41
2007,15040372,513,49.59
2006,15040372,561,40.32
2005,15040380,676,45.65
2006,15040380,721,40.29
2007,15040380,365,51.23
2007,15040402,345,43.26
2005,15040402,286,37.73
2006,15040402,298,35.09
2006,15040429,384,34.15
2005,15040429,808,40.28
2007,15040429,278,47.86
2007,15040526,343,48.64
2005,15040526,378,37.77
2006,15040526,367,39.07
2005,15040534,133,36.98
2006,15040534,143,28.52
2007,15040534,167,43.89
2005,15041387,69,39.5
2006,15041387,63,42.92
2007,15041387,69,46.17
2005,15041425,163,37.53
2006,15041425,160,33.3
2007,15041425,135,39.75
2005,15041670,144,55.54
2006,15041670,146,50.21
2007,15041670,115,63.4
2005,15041794,910,42.81
2006,15041794,738,40.07
2007,15041794,562,48.13
2005,15041999,173,59.57
2006,15041999,143,55.38
2007,15041999,105,65.5
2005,15042391,40,51.2
2006,15042391,28,48.61
2007,15042391,32,57.06
2006,15042570,210,30.32
2007,15042570,54,40.17
2005,15042570,69,33.42
2006,15042650,347,38.42
2007,15042650,292,48.58
2005,15042650,513,40.62
2005,15042855,215,38.28
2006,15042855,228,35.0
2007,15042855,122,45.48
2005,15042898,125,38.95
2007,15042898,116,46.53
2006,15042898,155,39.87
2006,15042928,722,41.05
2005,15042928,627,44.53
2007,15042928,683,48.69
2005,15042944,296,42.2
2006,15042944,308,39.14
2007,15042944,321,48.61
2005,15043304,297,40.39
2006,15043304,436,35.51
2007,15043304,445,43.03
2005,15043320,151,38.51
2006,15043320,164,35.92
2007,15043320,188,45.91
2006,15043630,103,39.91
2005,15043630,98,41.78
2007,15043630,97,49.94
2005,15043720,264,40.53
2006,15043720,276,39.53
2007,15043720,335,49.02
2006,15043967,163,34.27
2007,15043967,146,45.05
2005,15043967,124,41.56
2005,15044114,195,42.22
2007,15044114,221,45.85
2006,15044114,207,36.68
2005,15044327,262,41.68
2006,15044327,346,38.96
2007,15044327,317,42.98
2005,15045323,27,55.57
2006,15045323,34,50.43
2007,15045323,20,58.89
2005,15045471,169,36.53
2006,15045471,182,37.25
2007,15045471,163,41.15
2005,15045480,136,36.47
2006,15045480,141,35.56
2007,15045480,168,44.39
2005,15045498,233,38.29
2006,15045498,224,38.54
2007,15045498,305,47.62
2005,15045560,392,44.37
2006,15045560,413,40.73
2007,15045560,434,48.39
2006,15045587,99,33.25
2005,15045587,68,40.3
2007,15045587,79,42.08
2005,15045650,654,43.39
2007,15045650,673,50.99
2006,15045650,588,38.78
2007,15046567,118,47.11
2005,15046567,105,33.93
2006,15046567,64,43.0
2006,15047040,369,37.56
2005,15047040,360,39.08
2007,15047040,307,44.63
2006,15047423,99,38.41
2005,15047423,85,40.85
2007,15047423,89,48.68
2005,15048470,186,39.79
2007,15048470,126,46.15
2006,15048470,202,33.87
2007,15048888,327,45.33
2006,15048888,274,37.61
2005,15048888,317,42.63
2006,15049051,143,35.4
2005,15049051,137,41.61
2007,15049051,126,44.74
2006,15050149,271,37.36
2007,15050149,322,43.1
2005,15050149,178,40.57
2005,15051552,355,40.99
2006,15051552,285,40.0
2007,15051552,219,43.57
2005,15052222,582,40.32
2006,15052222,394,37.18
2007,15052222,390,48.84
2006,15053482,131,39.27
2007,15053482,158,46.31
2005,15053482,154,41.56
2006,15054381,158,27.05
2007,15054381,160,42.57
2005,15054381,156,36.57
2006,15054900,197,40.78
2007,15054900,213,46.03
2005,15054900,221,39.76
2006,15056007,53,37.65
2007,15056007,86,41.52
2005,15056007,48,40.16
2006,15056783,214,35.07
2005,15056783,238,41.14
2007,15056783,217,44.26
2006,15056813,405,39.14
2007,15056813,350,49.21
2005,15056813,397,44.66
2005,15057305,130,34.18
2007,15057305,105,40.77
2006,15057305,119,35.07
2007,15059260,160,49.05
2005,15059260,165,36.93
2006,15059260,143,30.28
2005,15059634,270,44.26
2007,15059634,300,46.88
2006,15059634,257,40.24
2005,15060730,297,43.37
2006,15060730,200,34.94
2007,15060730,173,48.89
2005,15062503,144,36.32
2006,15062503,117,39.05
2007,15062503,105,40.48
2005,15063879,194,38.86
2006,15063879,196,37.07
2007,15063879,201,43.97
2005,15064514,84,36.61
2007,15064514,66,40.33
2006,15064514,87,33.89
2005,15064646,150,40.35
2007,15064646,132,45.57
2006,15064646,160,32.96
2006,15064654,125,36.75
2005,15064654,124,41.99
2007,15064654,123,43.84
2005,15065006,147,38.69
2006,15065006,162,34.93
2007,15065006,140,44.02
2005,15066886,42,53.67
2006,15066886,34,49.07
2007,15066886,32,64.31
2007,15067564,287,44.76
2005,15067564,408,36.64
2006,15067564,318,34.2
2006,15068234,232,39.39
2007,15068234,216,49.13
2005,15068234,232,44.72
2006,15068439,711,38.06
2007,15068439,912,44.57
2005,15068439,666,39.21
2005,15075109,126,43.94
2007,15075109,185,40.76
2006,15075109,288,36.29
2005,15076580,364,40.57
2007,15076580,454,46.18
2006,15076580,324,40.52
2005,15081044,259,42.66
2006,15081044,271,37.98
2007,15081044,283,44.65
2006,15084434,478,35.61
2007,15084434,500,47.15
2005,15084434,432,39.89
2005,15085520,181,45.77
2007,15085520,198,48.71
2006,15085520,224,40.39
2005,15087042,133,34.08
2007,15087042,179,44.63
2006,15087042,177,37.65
2005,15088383,260,43.8
2006,15088383,307,39.11
2007,15088383,299,47.61
2005,15088464,113,37.54
2006,15088464,78,38.15
2007,15088464,85,47.13
2005,15089428,151,37.58
2006,15089428,152,43.99
2007,15089428,102,44.52
2006,15093620,241,36.01
2005,15093620,186,40.8
2007,15093620,202,43.91
2005,15094065,232,37.21
2006,15094065,163,37.61
2007,15094065,193,44.04
2006,15094588,159,39.04
2005,15094588,101,40.02
2007,15094588,152,54.5
2005,15094596,233,40.94
2006,15094596,228,35.86
2007,15094596,296,41.74
2006,15095916,509,36.92
2007,15095916,340,47.29
2005,15095916,485,44.12
2006,15099342,147,34.5
2005,15099342,133,41.29
2007,15099342,135,44.42
2005,15101029,133,34.98
2006,15101029,237,32.51
2007,15101029,198,47.75
2005,15101681,148,43.06
2007,15101681,111,40.93
2006,15101681,102,31.09
2005,15102696,279,41.02
2006,15102696,252,33.02
2007,15102696,267,43.57
2007,15104893,183,43.93
2005,15104893,259,39.35
2006,15104893,198,28.62
2006,15105016,86,35.89
2005,15105016,99,38.2
2007,15105016,91,45.27
2005,15106080,119,49.81
2006,15106080,106,45.59
2007,15106080,109,53.82
2005,15106250,142,35.79
2006,15106250,156,36.24
2007,15106250,155,43.77
2006,15107035,205,37.53
2007,15107035,198,40.82
2005,15107035,149,40.02
2005,15107582,379,31.2
2006,15107582,294,32.23
2007,15107582,267,43.06
2006,15109879,246,37.27
2005,15109879,277,37.73
2007,15109879,315,47.79
2005,15111741,317,35.1
2006,15111741,241,33.57
2007,15111741,291,46.37
2005,15114686,357,34.24
2007,15114686,443,42.34
2006,15114686,367,35.21
2005,15115704,694,38.7
2006,15115704,547,35.15
2007,15115704,543,45.59
2006,15116395,85,31.52
2005,15116395,114,38.51
2007,15116395,97,46.93
2005,15116980,535,39.54
2006,15116980,378,35.98
2007,15116980,476,44.18
2007,15117456,338,46.24
2005,15117456,337,36.38
2006,15117456,236,32.27
2006,15118932,91,45.68
2005,15118932,100,48.96
2007,15118932,141,57.52
2005,15118991,838,40.67
2007,15118991,582,48.32
2006,15118991,617,41.04
2006,15119777,404,33.88
2005,15119777,460,41.25
2007,15119777,505,43.8
2006,15121607,412,36.13
2005,15121607,323,40.05
2007,15121607,367,45.18
2005,15124347,203,41.8
2006,15124347,94,42.64
2007,15124347,88,44.89
2006,15124770,113,32.53
2005,15124770,112,36.95
2007,15124770,104,43.63
2005,15125335,66,54.47
2006,15125335,66,54.17
2007,15125335,57,63.7
2005,15125424,297,41.38
2006,15125424,360,28.67
2007,15125424,482,42.4
2005,15125432,373,43.32
2006,15125432,451,37.56
2007,15125432,269,45.69
2005,15126714,127,39.01
2006,15126714,160,37.45
2007,15126714,119,41.23
2005,15127079,205,42.39
2006,15127079,210,34.97
2007,15127079,201,47.97
2005,15127265,157,39.26
2006,15127265,152,29.77
2007,15127265,198,46.77
2005,15127303,89,33.61
2006,15127303,98,29.72
2007,15127303,85,42.86
2005,15127311,313,43.78
2006,15127311,272,41.01
2007,15127311,260,48.79
2005,15127370,266,41.7
2006,15127370,189,33.12
2007,15127370,252,46.24
2005,15127389,192,41.83
2006,15127389,192,39.78
2007,15127389,261,45.25
2005,15127613,147,40.84
2006,15127613,135,37.68
2007,15127613,153,47.32
2005,15127737,94,30.27
2006,15127737,111,28.75
2007,15127737,136,39.3
2005,15127745,143,29.46
2006,15127745,144,27.96
2007,15127745,151,37.86
2005,15129799,334,29.69
2006,15129799,306,33.05
2007,15129799,220,45.55
2005,15131122,330,40.96
2006,15131122,333,36.01
2007,15131122,326,46.94
2005,15131572,81,33.15
2006,15131572,73,33.52
2007,15131572,80,45.94
2005,15131831,167,39.95
2006,15131831,144,36.37
2007,15131831,143,44.82
2005,15134016,77,34.91
2006,15134016,81,30.13
2007,15134016,45,44.05
2005,15134571,94,35.85
2006,15134571,83,31.66
2007,15134571,80,38.54
2005,15134598,161,34.56
2006,15134598,153,31.26
2007,15134598,188,42.57
2005,15138963,74,37.2
2006,15138963,70,32.72
2007,15138963,62,45.53
2005,15140591,287,36.42
2006,15140591,245,29.98
2007,15140591,271,45.95
2005,15140741,209,43.21
2006,15140741,207,40.06
2007,15140741,273,46.12
2005,15144801,293,41.05
2006,15144801,279,34.75
2007,15144801,203,46.46
2005,15150585,196,35.4
2006,15150585,197,35.07
2007,15150585,230,49.56
2005,15517900,278,40.38
2006,15517900,229,37.6
2007,15517900,230,47.24
2005,15519503,64,58.12
2006,15519503,61,54.82
2007,15519503,61,59.03
2005,15520560,274,38.9
2006,15520560,229,39.62
2007,15520560,253,47.7
2005,15523845,312,41.44
2006,15523845,244,37.51
2007,15523845,254,46.3
2005,15525791,315,39.83
2006,15525791,376,37.93
2007,15525791,377,49.66
2005,15526240,207,34.29
2006,15526240,289,27.56
2007,15526240,279,43.32
2005,15527409,198,37.72
2006,15527409,237,36.65
2007,15527409,192,47.95
2005,15531600,180,41.04
2006,15531600,128,40.75
2007,15531600,122,45.54
2005,15535347,122,42.35
2006,15535347,168,35.04
2007,15535347,168,49.61
2005,15542475,107,37.99
2006,15542475,171,35.03
2007,15542475,148,41.49
2005,15543420,178,38.58
2006,15543420,248,34.33
2007,15543420,172,40.34
2005,15547191,170,41.11
2006,15547191,159,39.75
2007,15547191,163,49.25
2005,15548325,78,38.35
2006,15548325,90,38.49
2007,15548325,102,46.79
2005,15549704,186,50.99
2006,15549704,165,43.1
2007,15549704,66,55.87
2005,15550044,77,46.78
2006,15550044,46,43.26
2007,15550044,59,53.75
2005,15551415,143,35.31
2006,15551415,200,34.26
2007,15551415,167,43.7
2005,15551423,303,42.5
2006,15551423,248,42.21
2007,15551423,246,50.39
2005,15553655,123,40.95
2006,15553655,157,38.06
2007,15553655,97,49.59
2005,15554139,484,58.44
2006,15554139,369,52.55
2007,15554139,134,62.49
2005,15555186,421,43.62
2006,15555186,299,38.68
2007,15555186,310,47.57
2005,15555356,162,55.68
2006,15555356,141,48.97
2007,15555356,100,63.36
2005,15555933,455,40.5
2006,15555933,401,40.87
2007,15555933,294,52.01
2005,15558118,210,44.4
2006,15558118,186,42.33
2007,15558118,230,49.64
2005,15561836,175,39.61
2006,15561836,177,40.15
2007,15561836,209,44.18
2005,15562220,240,40.47
2006,15562220,336,39.67
2007,15562220,277,46.88
2005,15563235,738,59.63
2006,15563235,798,55.87
2007,15563235,769,63.97
2005,15563448,61,49.81
2006,15563448,39,46.12
2007,15563448,51,57.66
2005,15564363,243,40.12
2006,15564363,198,35.6
2007,15564363,196,43.44
2005,15566773,46,47.92
2006,15566773,51,44.02
2007,15566773,32,56.33
2005,15566838,216,31.23
2006,15566838,256,32.61
2007,15566838,148,39.34
2005,15567648,101,50.42
2006,15567648,47,50.05
2007,15567648,38,61.01
2005,15567672,128,54.79
2006,15567672,142,50.61
2007,15567672,127,58.95
2005,15567761,850,62.15
2006,15567761,674,56.65
2007,15567761,676,67.88
2005,15568873,474,37.83
2006,15568873,385,34.75
2007,15568873,361,47.32
2005,15570541,44,54.76
2006,15570541,64,44.35
2007,15570541,41,55.61
2005,15571831,171,36.83
2006,15571831,136,38.79
2007,15571831,152,47.84
2005,15572099,132,36.57
2006,15572099,103,34.86
2007,15572099,118,43.33
2005,15574199,89,35.53
2006,15574199,116,31.12
2007,15574199,126,44.29
2005,15574237,126,34.51
2006,15574237,149,32.4
2007,15574237,163,41.51
2005,15574865,186,42.26
2006,15574865,177,40.29
2007,15574865,169,46.75
2005,15576370,296,42.21
2006,15576370,342,39.69
2007,15576370,326,48.7
2005,15577406,282,41.93
2006,15577406,222,39.79
2007,15577406,256,48.52
2005,15577660,154,39.56
2006,15577660,146,39.07
2007,15577660,173,46.87
2005,15577791,613,42.64
2006,15577791,561,40.31
2007,15577791,460,48.86
2005,15578003,275,31.41
2006,15578003,400,31.35
2007,15578003,359,44.62
2005,15578011,151,40.72
2006,15578011,101,36.17
2007,15578011,118,43.52
2005,15578020,323,41.99
2006,15578020,314,40.53
2007,15578020,285,47.08
2005,15578194,132,54.44
2006,15578194,104,52.48
2007,15578194,82,61.82
2005,15578968,221,41.59
2006,15578968,164,36.67
2007,15578968,215,48.11
2005,15579581,114,35.2
2006,15579581,91,35.69
2007,15579581,103,46.18
2005,15579832,57,40.72
2006,15579832,69,28.88
2007,15579832,86,40.04
2005,15581039,77,48.82
2006,15581039,102,46.24
2007,15581039,90,57.51
2005,15581276,82,60.94
2006,15581276,84,55.15
2007,15581276,68,61.21
2005,15581853,243,40.64
2006,15581853,340,40.55
2007,15581853,457,49.43
2005,15581900,32,55.6
2006,15581900,61,53.29
2007,15581900,30,63.21
2005,16000064,44,37.63
2006,16000064,65,33.73
2007,16000064,63,39.91
2005,16000315,136,39.17
2006,16000315,246,31.16
2007,16000315,261,47.13
2005,16000749,103,36.49
2006,16000749,95,36.08
2007,16000749,101,45.57
2005,16001753,36,37.75
2006,16001753,53,35.27
2007,16001753,48,36.31
2005,16001923,540,41.07
2006,16001923,369,40.43
2007,16001923,316,48.4
2005,16002016,54,52.55
2006,16002016,51,55.67
2007,16002016,57,68.19
2005,16002024,57,56.32
2006,16002024,70,49.37
2007,16002024,73,66.74
2005,16002067,449,42.69
2006,16002067,689,41.52
2007,16002067,742,51.02
2005,16002580,117,42.11
2006,16002580,110,38.55
2007,16002580,113,49.04
2005,16002660,441,44.32
2006,16002660,531,43.17
2007,16002660,430,53.23
2005,16002725,119,37.42
2006,16002725,120,36.44
2007,16002725,82,47.27
2005,16002733,168,38.73
2006,16002733,194,38.59
2007,16002733,184,47.39
2005,16002814,200,40.32
2006,16002814,189,39.8
2007,16002814,197,47.85
2005,16002881,159,38.2
2006,16002881,120,37.42
2007,16002881,105,41.13
2005,16003926,85,40.08
2006,16003926,74,40.82
2007,16003926,64,48.14
2005,16004230,174,42.06
2006,16004230,179,34.66
2007,16004230,186,44.98
2005,16004353,81,39.75
2006,16004353,161,39.23
2007,16004353,175,46.5
2005,16004370,150,47.87
2006,16004370,157,44.47
2007,16004370,139,49.37
2005,16004400,133,38.88
2006,16004400,178,38.31
2007,16004400,126,45.99
2005,16004418,356,46.71
2006,16004418,433,42.59
2007,16004418,360,53.06
2005,16004507,107,40.98
2006,16004507,162,36.29
2007,16004507,181,45.19
2005,16004515,209,39.91
2006,16004515,217,35.74
2007,16004515,221,46.78
2005,16005341,93,36.75
2006,16005341,89,34.76
2007,16005341,127,46.22
2005,16006291,151,38.86
2006,16006291,44,37.15
2007,16006291,39,49.59
2005,16006852,58,36.41
2006,16006852,72,34.28
2007,16006852,66,43.43
2005,16007441,333,39.88
2006,16007441,368,35.11
2007,16007441,356,46.53
2005,16007654,44,37.35
2006,16007654,49,37.31
2007,16007654,80,44.18
2005,16007921,48,54.34
2006,16007921,47,50.13
2007,16007921,31,58.32
2005,16008456,235,38.56
2006,16008456,368,35.9
2007,16008456,340,48.06
2005,16009290,126,41.66
2006,16009290,116,37.57
2007,16009290,127,48.67
